Question	Answer	Source	Metadata
En serio lo siento mucho	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
En serio lo siento 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
En serio perdona mi ofensa 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
En serio perdóname 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
En serio discúlpame 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
De verdad lo siento mucho	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
De verdad lo siento 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por favor lo siento 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Discúlpame	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Disculpa por ofenderte	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Excusa	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Mil perdones	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Mil disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Mis disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdóname la vida	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Ups	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Acepta mis disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te estoy pidiendo perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Disculpa	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Lo siento si te he ofendido	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
No quería ofenderte	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdón por ofenderte	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
No te ofendas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdóname	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdón. 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Excúsame	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Disculpa si te he ofendido	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Que te estoy pidiendo perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Que me perdones	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona tía	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona tío	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona mis ofensas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona mi ofensa	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Discúlpame si te he ofendido	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Sorry	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Excúsame si te he ofendido	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido que aceptes mi perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona si te he ofendido	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Siento haberte ofendido	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Quiero pedirte disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Quiero que me perdones	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Quiero pedite perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Me vas a perdonar?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te suplico que me perdones	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdóname si te he ofendido	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a poder disculparme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido que me perdones 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a poder disculparme si o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a poder perdonarme si o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Crees que podrás disculparme si o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Crees que podrás perdonarme si o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a poder disculparme o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a poder perdonarme o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Es hora de pedirte perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Crees que podrás perdonarme o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Creo que debo pedirte perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a poder perdonarme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Crees que podrás disculparme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Crees que podrás perdonarme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Ojalá pudieras disculparme	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Ojalá pudieras perdonarme	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona por hacerte eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona por decirte eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona por haberte hecho eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Crees que podrás disculparme o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Cuánto lo siento	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Me has perdonado?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Necesito saber que me disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Necesito saber que me perdonas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Necesito que me disculpes	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Necesito que me perdones	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Lo siento muchísimo	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Cómo lo siento	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido mil perdones	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
No sabes cuánto los siento	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Siento lo que te he dicho	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
No imaginas cuánto lo siento	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Lo siento tanto	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Un millón de perdones	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Mis disculpas de corazón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Disculpas de corazón 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Creo que debería pedirte disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Creo que debo pedirte disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Creo que debería pedirte perdón 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
No sabes cómo lo siento	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que aceptes mi perdón 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que me disculparas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que aceptes mi perdón 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que aceptes mis disculpas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que me perdones 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que me disculpes 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que aceptaras mi perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que aceptaras mis disculpas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona por haberte dicho eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que me disculparas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que aceptaras mi perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que aceptes mis disculpas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que me perdones 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que me disculpes 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te estoy pidiendo que aceptes mi perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te estoy pidiendo que aceptes mis disculpas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te estoy pidiendo que me perdones 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te estoy pidiendo que me disculpes 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Me has disculpado?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me gustaría que me perdonaras 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Piensas perdonarme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido que aceptes mis disculpas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
No quería hacerte eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
No quería decirte eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Siento haber hecho eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Siento haber dicho eso	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Ha sido sin querer	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Piensas perdonarme sí o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Piensas disculparme sí o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que me perdonaras 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a disculparme sí o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Me encantaría que aceptaras mis disculpas 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Piensas disculparme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a disculparme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Me disculpas sí o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Me disculpas?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a perdonarme?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Me perdonas sí o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Me perdonas?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Siento lo que te he hecho	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
¿Vas a perdonarme sí o no?	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Muchas gracias, bot	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Genial, muchas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Guay, muchas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Maravilloso, muchísimas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Guay, muchísimas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Genial, muchísimas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Fenomenal, muchísimas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Gracias, bot	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Mil gracias, bot	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Millones de gracias, bot	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Gracias qué amable eres	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Muchisimas gracias, bot	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Fenomenal, muchas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Perfecto, gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Perfecto, mil gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Perfecto, millones de gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Perfecto, muchas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Perfecto, muchísimas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Muy amable, gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eres muy amable gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Qué amable eres, gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Mil gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Miles de gracias, bot	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy agradecido de corazón 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te doy las gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Millones de gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te lo agradezco	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy agradecida	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy agradecido	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te agradezco mucho	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te agradezco muchísimo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te lo agradezco mucho	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te lo agradezco muchísimo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Maravilloso, muchas gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy agradecida de corazón 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Fenomenal, mil gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy muy agradecido	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy muy agradecida	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Genial, gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Genial, mil gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Guay, gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Guay, mil gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Maravilloso, gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Maravilloso, mil gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Fenomenal, gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Gracias eres muy amable	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te lo agradezco de corazón 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento súper agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy súper agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy súper agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy de lo más agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy de lo más agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy muy agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy muy agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Gracias qué amable	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento súper agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento de lo más agradecido contigo 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento de lo más agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento de lo más agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento muy agradecida contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento muy agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Gracias de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Muchas gracias de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Mil gracias de corazón 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Gracias	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy de lo más agradecida 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me siento agradecido contigo de corazón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estoy súper agradecido contigo 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
